,Name,atomic_radius_A,atomic_radius_B,atomic_radius_C,atomic_volume_A,atomic_volume_B,atomic_volume_C,density_A,density_B,density_C,dipole_polarizability_A,dipole_polarizability_B,dipole_polarizability_C,evaporation_heat_A,evaporation_heat_B,evaporation_heat_C,group_id_A,group_id_B,group_id_C,lattice_constant_A,lattice_constant_B,lattice_constant_C,period_A,period_B,period_C,series_id_A,series_id_B,series_id_C,specific_heat_capacity_A,specific_heat_capacity_B,specific_heat_capacity_C,vdw_radius_A,vdw_radius_B,vdw_radius_C,covalent_radius_cordero_A,covalent_radius_cordero_B,covalent_radius_cordero_C,covalent_radius_pyykko_A,covalent_radius_pyykko_B,covalent_radius_pyykko_C,electron_affinity_A,electron_affinity_B,electron_affinity_C,NumberofNeutrons_A,NumberofNeutrons_B,NumberofNeutrons_C,NumberofProtons_A,NumberofProtons_B,NumberofProtons_C,NumberofElectrons_A,NumberofElectrons_B,NumberofElectrons_C,heat_of_formation_A,heat_of_formation_B,heat_of_formation_C,vdw_radius_uff_A,vdw_radius_uff_B,vdw_radius_uff_C,vdw_radius_mm3_A,vdw_radius_mm3_B,vdw_radius_mm3_C,en_ghosh_A,en_ghosh_B,en_ghosh_C,c6_gb_A,c6_gb_B,c6_gb_C,atomic_weight_A,atomic_weight_B,atomic_weight_C,atomic_radius_rahm_A,atomic_radius_rahm_B,atomic_radius_rahm_C,covalent_radius_pyykko_double_A,covalent_radius_pyykko_double_B,covalent_radius_pyykko_double_C,dipole_polarizability_unc_A,dipole_polarizability_unc_B,dipole_polarizability_unc_C,pettifor_number_A,pettifor_number_B,pettifor_number_C,glawe_number_A,glawe_number_B,glawe_number_C,molar_heat_capacity_A,molar_heat_capacity_B,molar_heat_capacity_C,electronegativity_A,electronegativity_B,electronegativity_C,melting_point_A,melting_point_B,melting_point_C,boiling_point_A,boiling_point_B,boiling_point_C,FirstIonization_A,FirstIonization_B,FirstIonization_C,NumberofShells_A,NumberofShells_B,NumberofShells_C,FormEng,Moment
455,Rh2VSn,135.0,135.0,145.0,8.3,8.35,16.3,12.4,6.0,7.287,66.0,87.0,53.0,494.0,460.0,296.0,9.0,5.0,14.0,3.8,3.02,5.82,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.489,0.227,210.0,206.999999999999,217.0,142.0,153.0,139.0,125.0,134.0,140.0,1.142892,0.527662,1.1120702,58.0,28.0,69.0,45.0,23.0,50.0,45.0,23.0,50.0,556.0,515.5,301.2,292.9,314.4,439.199999999999,234.0,229.0,259.0,0.1408379,0.1273344,0.178052,708.0,955.0,715.0,102.9055,50.9415,118.71,233.0,252.0,248.0,110.0,112.0,130.0,10.0,10.0,6.0,66.0,54.0,83.0,63.0,54.0,83.0,24.98,24.89,26.99,2.28,1.63,1.96,2237.0,2183.0,505.08,3968.0,3680.0,2875.0,7.4589,6.7462,7.3439,5.0,4.0,5.0,-0.44,1.2745
456,Rh2VP,135.0,135.0,100.0,8.3,8.35,17.0,12.4,6.0,1.823,66.0,87.0,25.0,494.0,460.0,49.8,9.0,5.0,15.0,3.8,3.02,7.17,5.0,4.0,3.0,8.0,8.0,1.0,0.243,0.489,0.769,210.0,206.999999999999,180.0,142.0,153.0,107.0,125.0,134.0,111.0,1.142892,0.527662,0.7466071,58.0,28.0,16.0,45.0,23.0,15.0,45.0,23.0,15.0,556.0,515.5,316.5,292.9,314.4,414.7,234.0,229.0,222.0,0.1408379,0.1273344,0.206931,708.0,955.0,187.0,102.9055,50.9415,30.973761998,233.0,252.0,223.0,110.0,112.0,102.0,10.0,10.0,1.0,66.0,54.0,90.0,63.0,54.0,89.0,24.98,24.89,23.824,2.28,1.63,2.19,2237.0,2183.0,317.3,3968.0,3680.0,550.0,7.4589,6.7462,10.4867,5.0,4.0,3.0,-0.493,1.0604
457,Rh2VAs,135.0,135.0,115.0,8.3,8.35,13.1,12.4,6.0,5.75,66.0,87.0,30.0,494.0,460.0,32.4,9.0,5.0,15.0,3.8,3.02,4.13,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.489,0.329,210.0,206.999999999999,185.0,142.0,153.0,119.0,125.0,134.0,121.0,1.142892,0.527662,0.80482,58.0,28.0,42.0,45.0,23.0,33.0,45.0,23.0,33.0,556.0,515.5,302.5,292.9,314.4,423.0,234.0,229.0,236.0,0.1408379,0.1273344,0.2068208,708.0,955.0,260.0,102.9055,50.9415,74.921595,233.0,252.0,231.0,110.0,112.0,114.0,10.0,10.0,1.0,66.0,54.0,89.0,63.0,54.0,90.0,24.98,24.89,24.64,2.28,1.63,2.18,2237.0,2183.0,1090.0,3968.0,3680.0,887.0,7.4589,6.7462,9.7886,5.0,4.0,4.0,-0.361,1.2197
458,Rh2VSb,135.0,135.0,145.0,8.3,8.35,18.4,12.4,6.0,6.68,66.0,87.0,43.0,494.0,460.0,195.2,9.0,5.0,15.0,3.8,3.02,4.51,5.0,4.0,5.0,8.0,8.0,5.0,0.243,0.489,0.207,210.0,206.999999999999,206.0,142.0,153.0,139.0,125.0,134.0,140.0,1.142892,0.527662,1.04740119,58.0,28.0,71.0,45.0,23.0,51.0,45.0,23.0,51.0,556.0,515.5,264.4,292.9,314.4,442.0,234.0,229.0,252.0,0.1408379,0.1273344,0.191877399999999,708.0,955.0,504.0,102.9055,50.9415,121.76,233.0,252.0,246.0,110.0,112.0,133.0,10.0,10.0,2.0,66.0,54.0,88.0,63.0,54.0,91.0,24.98,24.89,25.23,2.28,1.63,2.05,2237.0,2183.0,903.78,3968.0,3680.0,1860.0,7.4589,6.7462,8.6084,5.0,4.0,5.0,-0.323,0.0
459,Rh2CrAl,135.0,140.0,125.0,8.3,7.23,10.0,12.4,7.15,2.7,66.0,83.0,57.8,494.0,342.0,284.1,9.0,6.0,13.0,3.8,2.88,4.05,5.0,4.0,3.0,8.0,8.0,7.0,0.243,0.449,0.897,210.0,206.0,184.0,142.0,139.0,121.0,125.0,122.0,126.0,1.142892,0.6758412,0.432835,58.0,28.0,14.0,45.0,24.0,13.0,45.0,24.0,13.0,556.0,397.48,330.9,292.9,302.3,449.9,234.0,225.0,236.0,0.1408379,0.131305299999999,0.150078,708.0,709.0,520.0,102.9055,51.9961,26.9815385,233.0,233.0,239.0,110.0,111.0,113.0,10.0,12.0,1.0,66.0,57.0,80.0,63.0,55.0,78.0,24.98,23.35,24.2,2.28,1.66,1.61,2237.0,2180.0,933.47,3968.0,2944.0,2792.0,7.4589,6.7665,5.9858,5.0,4.0,3.0,-0.542,3.014
460,Rh2CrGa,135.0,140.0,130.0,8.3,7.23,11.8,12.4,7.15,5.91,66.0,83.0,50.0,494.0,342.0,270.3,9.0,6.0,13.0,3.8,2.88,4.51,5.0,4.0,4.0,8.0,8.0,7.0,0.243,0.449,0.373,210.0,206.0,187.0,142.0,139.0,122.0,125.0,122.0,124.0,1.142892,0.6758412,0.3012011,58.0,28.0,39.0,45.0,24.0,31.0,45.0,24.0,31.0,556.0,397.48,271.96,292.9,302.3,438.3,234.0,225.0,246.0,0.1408379,0.131305299999999,0.172377299999999,708.0,709.0,456.0,102.9055,51.9961,69.723,233.0,233.0,233.0,110.0,111.0,117.0,10.0,12.0,3.0,66.0,57.0,81.0,63.0,55.0,79.0,24.98,23.35,26.03,2.28,1.66,1.81,2237.0,2180.0,302.9146,3968.0,2944.0,2673.0,7.4589,6.7665,5.9993,5.0,4.0,4.0,-0.394,3.0382
461,Rh2CrIn,135.0,140.0,155.0,8.3,7.23,15.7,12.4,7.15,7.31,66.0,83.0,65.0,494.0,342.0,225.1,9.0,6.0,13.0,3.8,2.88,4.59,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.449,0.233,210.0,206.0,193.0,142.0,139.0,142.0,125.0,122.0,142.0,1.142892,0.6758412,0.383926,58.0,28.0,66.0,45.0,24.0,49.0,45.0,24.0,49.0,556.0,397.48,243.0,292.9,302.3,446.3,234.0,225.0,264.0,0.1408379,0.131305299999999,0.16423,708.0,709.0,643.0,102.9055,51.9961,114.818,233.0,233.0,246.0,110.0,111.0,136.0,10.0,12.0,4.0,66.0,57.0,79.0,63.0,55.0,80.0,24.98,23.35,26.74,2.28,1.66,1.78,2237.0,2180.0,429.75,3968.0,2944.0,2345.0,7.4589,6.7665,5.7864,5.0,4.0,5.0,-0.187,3.129
462,Rh2CrSi,135.0,140.0,110.0,8.3,7.23,12.1,12.4,7.15,2.3296,66.0,83.0,37.3,494.0,342.0,383.0,9.0,6.0,14.0,3.8,2.88,5.43,5.0,4.0,3.0,8.0,8.0,5.0,0.243,0.449,0.712,210.0,206.0,210.0,142.0,139.0,111.0,125.0,122.0,115.999999999999,1.142892,0.6758412,1.38952128,58.0,28.0,14.0,45.0,24.0,14.0,45.0,24.0,14.0,556.0,397.48,450.0,292.9,302.3,429.5,234.0,225.0,229.0,0.1408379,0.131305299999999,0.178503,708.0,709.0,308.0,102.9055,51.9961,28.085,233.0,233.0,231.999999999999,110.0,111.0,107.0,10.0,12.0,0.7,66.0,57.0,85.0,63.0,55.0,85.0,24.98,23.35,19.99,2.28,1.66,1.9,2237.0,2180.0,1687.0,3968.0,2944.0,3538.0,7.4589,6.7665,8.1517,5.0,4.0,3.0,-0.486,2.2108
463,Rh2CrGe,135.0,140.0,125.0,8.3,7.23,13.6,12.4,7.15,5.3234,66.0,83.0,40.0,494.0,342.0,328.0,9.0,6.0,14.0,3.8,2.88,5.66,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.449,0.32,210.0,206.0,211.0,142.0,139.0,120.0,125.0,122.0,121.0,1.142892,0.6758412,1.232676413,58.0,28.0,41.0,45.0,24.0,32.0,45.0,24.0,32.0,556.0,397.48,372.0,292.9,302.3,428.0,234.0,225.0,244.0,0.1408379,0.131305299999999,0.1895892,708.0,709.0,365.0,102.9055,51.9961,72.63,233.0,233.0,234.0,110.0,111.0,111.0,10.0,12.0,1.0,66.0,57.0,84.0,63.0,55.0,84.0,24.98,23.35,23.222,2.28,1.66,2.01,2237.0,2180.0,1211.4,3968.0,2944.0,3106.0,7.4589,6.7665,7.8994,5.0,4.0,4.0,-0.35,2.256
464,Rh2CrSn,135.0,140.0,145.0,8.3,7.23,16.3,12.4,7.15,7.287,66.0,83.0,53.0,494.0,342.0,296.0,9.0,6.0,14.0,3.8,2.88,5.82,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.449,0.227,210.0,206.0,217.0,142.0,139.0,139.0,125.0,122.0,140.0,1.142892,0.6758412,1.1120702,58.0,28.0,69.0,45.0,24.0,50.0,45.0,24.0,50.0,556.0,397.48,301.2,292.9,302.3,439.199999999999,234.0,225.0,259.0,0.1408379,0.131305299999999,0.178052,708.0,709.0,715.0,102.9055,51.9961,118.71,233.0,233.0,248.0,110.0,111.0,130.0,10.0,12.0,6.0,66.0,57.0,83.0,63.0,55.0,83.0,24.98,23.35,26.99,2.28,1.66,1.96,2237.0,2180.0,505.08,3968.0,2944.0,2875.0,7.4589,6.7665,7.3439,5.0,4.0,5.0,-0.322,2.7315
465,Rh2CrP,135.0,140.0,100.0,8.3,7.23,17.0,12.4,7.15,1.823,66.0,83.0,25.0,494.0,342.0,49.8,9.0,6.0,15.0,3.8,2.88,7.17,5.0,4.0,3.0,8.0,8.0,1.0,0.243,0.449,0.769,210.0,206.0,180.0,142.0,139.0,107.0,125.0,122.0,111.0,1.142892,0.6758412,0.7466071,58.0,28.0,16.0,45.0,24.0,15.0,45.0,24.0,15.0,556.0,397.48,316.5,292.9,302.3,414.7,234.0,225.0,222.0,0.1408379,0.131305299999999,0.206931,708.0,709.0,187.0,102.9055,51.9961,30.973761998,233.0,233.0,223.0,110.0,111.0,102.0,10.0,12.0,1.0,66.0,57.0,90.0,63.0,55.0,89.0,24.98,23.35,23.824,2.28,1.66,2.19,2237.0,2180.0,317.3,3968.0,2944.0,550.0,7.4589,6.7665,10.4867,5.0,4.0,3.0,-0.31,1.989
466,Rh2CrAs,135.0,140.0,115.0,8.3,7.23,13.1,12.4,7.15,5.75,66.0,83.0,30.0,494.0,342.0,32.4,9.0,6.0,15.0,3.8,2.88,4.13,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.449,0.329,210.0,206.0,185.0,142.0,139.0,119.0,125.0,122.0,121.0,1.142892,0.6758412,0.80482,58.0,28.0,42.0,45.0,24.0,33.0,45.0,24.0,33.0,556.0,397.48,302.5,292.9,302.3,423.0,234.0,225.0,236.0,0.1408379,0.131305299999999,0.2068208,708.0,709.0,260.0,102.9055,51.9961,74.921595,233.0,233.0,231.0,110.0,111.0,114.0,10.0,12.0,1.0,66.0,57.0,89.0,63.0,55.0,90.0,24.98,23.35,24.64,2.28,1.66,2.18,2237.0,2180.0,1090.0,3968.0,2944.0,887.0,7.4589,6.7665,9.7886,5.0,4.0,4.0,-0.185,2.5823
467,Rh2CrSb,135.0,140.0,145.0,8.3,7.23,18.4,12.4,7.15,6.68,66.0,83.0,43.0,494.0,342.0,195.2,9.0,6.0,15.0,3.8,2.88,4.51,5.0,4.0,5.0,8.0,8.0,5.0,0.243,0.449,0.207,210.0,206.0,206.0,142.0,139.0,139.0,125.0,122.0,140.0,1.142892,0.6758412,1.04740119,58.0,28.0,71.0,45.0,24.0,51.0,45.0,24.0,51.0,556.0,397.48,264.4,292.9,302.3,442.0,234.0,225.0,252.0,0.1408379,0.131305299999999,0.191877399999999,708.0,709.0,504.0,102.9055,51.9961,121.76,233.0,233.0,246.0,110.0,111.0,133.0,10.0,12.0,2.0,66.0,57.0,88.0,63.0,55.0,91.0,24.98,23.35,25.23,2.28,1.66,2.05,2237.0,2180.0,903.78,3968.0,2944.0,1860.0,7.4589,6.7665,8.6084,5.0,4.0,5.0,-0.231,2.984
468,Rh2MnAl,135.0,140.0,125.0,8.3,7.39,10.0,12.4,7.3,2.7,66.0,68.0,57.8,494.0,221.0,284.1,9.0,7.0,13.0,3.8,8.89,4.05,5.0,4.0,3.0,8.0,8.0,7.0,0.243,0.479,0.897,210.0,204.999999999999,184.0,142.0,150.0,121.0,125.0,119.0,126.0,1.142892,-0.52,0.432835,58.0,30.0,14.0,45.0,25.0,13.0,45.0,25.0,13.0,556.0,283.3,330.9,292.9,296.1,449.9,234.0,224.0,236.0,0.1408379,0.1352844,0.150078,708.0,635.0,520.0,102.9055,54.938044,26.9815385,233.0,242.0,239.0,110.0,105.0,113.0,10.0,9.0,1.0,66.0,60.0,80.0,63.0,72.0,78.0,24.98,26.32,24.2,2.28,1.55,1.61,2237.0,1519.0,933.47,3968.0,2334.0,2792.0,7.4589,7.434,5.9858,5.0,4.0,3.0,-0.693,4.0755
469,Rh2MnGa,135.0,140.0,130.0,8.3,7.39,11.8,12.4,7.3,5.91,66.0,68.0,50.0,494.0,221.0,270.3,9.0,7.0,13.0,3.8,8.89,4.51,5.0,4.0,4.0,8.0,8.0,7.0,0.243,0.479,0.373,210.0,204.999999999999,187.0,142.0,150.0,122.0,125.0,119.0,124.0,1.142892,-0.52,0.3012011,58.0,30.0,39.0,45.0,25.0,31.0,45.0,25.0,31.0,556.0,283.3,271.96,292.9,296.1,438.3,234.0,224.0,246.0,0.1408379,0.1352844,0.172377299999999,708.0,635.0,456.0,102.9055,54.938044,69.723,233.0,242.0,233.0,110.0,105.0,117.0,10.0,9.0,3.0,66.0,60.0,81.0,63.0,72.0,79.0,24.98,26.32,26.03,2.28,1.55,1.81,2237.0,1519.0,302.9146,3968.0,2334.0,2673.0,7.4589,7.434,5.9993,5.0,4.0,4.0,-0.537,4.1263
470,Rh2MnIn,135.0,140.0,155.0,8.3,7.39,15.7,12.4,7.3,7.31,66.0,68.0,65.0,494.0,221.0,225.1,9.0,7.0,13.0,3.8,8.89,4.59,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.479,0.233,210.0,204.999999999999,193.0,142.0,150.0,142.0,125.0,119.0,142.0,1.142892,-0.52,0.383926,58.0,30.0,66.0,45.0,25.0,49.0,45.0,25.0,49.0,556.0,283.3,243.0,292.9,296.1,446.3,234.0,224.0,264.0,0.1408379,0.1352844,0.16423,708.0,635.0,643.0,102.9055,54.938044,114.818,233.0,242.0,246.0,110.0,105.0,136.0,10.0,9.0,4.0,66.0,60.0,79.0,63.0,72.0,80.0,24.98,26.32,26.74,2.28,1.55,1.78,2237.0,1519.0,429.75,3968.0,2334.0,2345.0,7.4589,7.434,5.7864,5.0,4.0,5.0,-0.343,4.3626
471,Rh2MnSi,135.0,140.0,110.0,8.3,7.39,12.1,12.4,7.3,2.3296,66.0,68.0,37.3,494.0,221.0,383.0,9.0,7.0,14.0,3.8,8.89,5.43,5.0,4.0,3.0,8.0,8.0,5.0,0.243,0.479,0.712,210.0,204.999999999999,210.0,142.0,150.0,111.0,125.0,119.0,115.999999999999,1.142892,-0.52,1.38952128,58.0,30.0,14.0,45.0,25.0,14.0,45.0,25.0,14.0,556.0,283.3,450.0,292.9,296.1,429.5,234.0,224.0,229.0,0.1408379,0.1352844,0.178503,708.0,635.0,308.0,102.9055,54.938044,28.085,233.0,242.0,231.999999999999,110.0,105.0,107.0,10.0,9.0,0.7,66.0,60.0,85.0,63.0,72.0,85.0,24.98,26.32,19.99,2.28,1.55,1.9,2237.0,1519.0,1687.0,3968.0,2334.0,3538.0,7.4589,7.434,8.1517,5.0,4.0,3.0,-0.59,4.6918
472,Rh2MnGe,135.0,140.0,125.0,8.3,7.39,13.6,12.4,7.3,5.3234,66.0,68.0,40.0,494.0,221.0,328.0,9.0,7.0,14.0,3.8,8.89,5.66,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.479,0.32,210.0,204.999999999999,211.0,142.0,150.0,120.0,125.0,119.0,121.0,1.142892,-0.52,1.232676413,58.0,30.0,41.0,45.0,25.0,32.0,45.0,25.0,32.0,556.0,283.3,372.0,292.9,296.1,428.0,234.0,224.0,244.0,0.1408379,0.1352844,0.1895892,708.0,635.0,365.0,102.9055,54.938044,72.63,233.0,242.0,234.0,110.0,105.0,111.0,10.0,9.0,1.0,66.0,60.0,84.0,63.0,72.0,84.0,24.98,26.32,23.222,2.28,1.55,2.01,2237.0,1519.0,1211.4,3968.0,2334.0,3106.0,7.4589,7.434,7.8994,5.0,4.0,4.0,-0.453,4.3881
473,Rh2MnSn,135.0,140.0,145.0,8.3,7.39,16.3,12.4,7.3,7.287,66.0,68.0,53.0,494.0,221.0,296.0,9.0,7.0,14.0,3.8,8.89,5.82,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.479,0.227,210.0,204.999999999999,217.0,142.0,150.0,139.0,125.0,119.0,140.0,1.142892,-0.52,1.1120702,58.0,30.0,69.0,45.0,25.0,50.0,45.0,25.0,50.0,556.0,283.3,301.2,292.9,296.1,439.199999999999,234.0,224.0,259.0,0.1408379,0.1352844,0.178052,708.0,635.0,715.0,102.9055,54.938044,118.71,233.0,242.0,248.0,110.0,105.0,130.0,10.0,9.0,6.0,66.0,60.0,83.0,63.0,72.0,83.0,24.98,26.32,26.99,2.28,1.55,1.96,2237.0,1519.0,505.08,3968.0,2334.0,2875.0,7.4589,7.434,7.3439,5.0,4.0,5.0,-0.468,4.7673
474,Rh2MnP,135.0,140.0,100.0,8.3,7.39,17.0,12.4,7.3,1.823,66.0,68.0,25.0,494.0,221.0,49.8,9.0,7.0,15.0,3.8,8.89,7.17,5.0,4.0,3.0,8.0,8.0,1.0,0.243,0.479,0.769,210.0,204.999999999999,180.0,142.0,150.0,107.0,125.0,119.0,111.0,1.142892,-0.52,0.7466071,58.0,30.0,16.0,45.0,25.0,15.0,45.0,25.0,15.0,556.0,283.3,316.5,292.9,296.1,414.7,234.0,224.0,222.0,0.1408379,0.1352844,0.206931,708.0,635.0,187.0,102.9055,54.938044,30.973761998,233.0,242.0,223.0,110.0,105.0,102.0,10.0,9.0,1.0,66.0,60.0,90.0,63.0,72.0,89.0,24.98,26.32,23.824,2.28,1.55,2.19,2237.0,1519.0,317.3,3968.0,2334.0,550.0,7.4589,7.434,10.4867,5.0,4.0,3.0,-0.383,4.0753
475,Rh2MnAs,135.0,140.0,115.0,8.3,7.39,13.1,12.4,7.3,5.75,66.0,68.0,30.0,494.0,221.0,32.4,9.0,7.0,15.0,3.8,8.89,4.13,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.479,0.329,210.0,204.999999999999,185.0,142.0,150.0,119.0,125.0,119.0,121.0,1.142892,-0.52,0.80482,58.0,30.0,42.0,45.0,25.0,33.0,45.0,25.0,33.0,556.0,283.3,302.5,292.9,296.1,423.0,234.0,224.0,236.0,0.1408379,0.1352844,0.2068208,708.0,635.0,260.0,102.9055,54.938044,74.921595,233.0,242.0,231.0,110.0,105.0,114.0,10.0,9.0,1.0,66.0,60.0,89.0,63.0,72.0,90.0,24.98,26.32,24.64,2.28,1.55,2.18,2237.0,1519.0,1090.0,3968.0,2334.0,887.0,7.4589,7.434,9.7886,5.0,4.0,4.0,-0.288,4.2482
476,Rh2MnSb,135.0,140.0,145.0,8.3,7.39,18.4,12.4,7.3,6.68,66.0,68.0,43.0,494.0,221.0,195.2,9.0,7.0,15.0,3.8,8.89,4.51,5.0,4.0,5.0,8.0,8.0,5.0,0.243,0.479,0.207,210.0,204.999999999999,206.0,142.0,150.0,139.0,125.0,119.0,140.0,1.142892,-0.52,1.04740119,58.0,30.0,71.0,45.0,25.0,51.0,45.0,25.0,51.0,556.0,283.3,264.4,292.9,296.1,442.0,234.0,224.0,252.0,0.1408379,0.1352844,0.191877399999999,708.0,635.0,504.0,102.9055,54.938044,121.76,233.0,242.0,246.0,110.0,105.0,133.0,10.0,9.0,2.0,66.0,60.0,88.0,63.0,72.0,91.0,24.98,26.32,25.23,2.28,1.55,2.05,2237.0,1519.0,903.78,3968.0,2334.0,1860.0,7.4589,7.434,8.6084,5.0,4.0,5.0,-0.325,4.7785
477,Rh2FeAl,135.0,140.0,125.0,8.3,7.1,10.0,12.4,7.87,2.7,66.0,62.0,57.8,494.0,340.0,284.1,9.0,8.0,13.0,3.8,2.87,4.05,5.0,4.0,3.0,8.0,8.0,7.0,0.243,0.449,0.897,210.0,204.0,184.0,142.0,142.0,121.0,125.0,115.999999999999,126.0,1.142892,0.15323634,0.432835,58.0,30.0,14.0,45.0,26.0,13.0,45.0,26.0,13.0,556.0,415.5,330.9,292.9,291.2,449.9,234.0,223.0,236.0,0.1408379,0.1392532,0.150078,708.0,548.0,520.0,102.9055,55.845,26.9815385,233.0,237.0,239.0,110.0,109.0,113.0,10.0,4.0,1.0,66.0,61.0,80.0,63.0,71.0,78.0,24.98,25.1,24.2,2.28,1.83,1.61,2237.0,1811.0,933.47,3968.0,3134.0,2792.0,7.4589,7.9024,5.9858,5.0,4.0,3.0,-0.605,4.2859
478,Rh2FeGa,135.0,140.0,130.0,8.3,7.1,11.8,12.4,7.87,5.91,66.0,62.0,50.0,494.0,340.0,270.3,9.0,8.0,13.0,3.8,2.87,4.51,5.0,4.0,4.0,8.0,8.0,7.0,0.243,0.449,0.373,210.0,204.0,187.0,142.0,142.0,122.0,125.0,115.999999999999,124.0,1.142892,0.15323634,0.3012011,58.0,30.0,39.0,45.0,26.0,31.0,45.0,26.0,31.0,556.0,415.5,271.96,292.9,291.2,438.3,234.0,223.0,246.0,0.1408379,0.1392532,0.172377299999999,708.0,548.0,456.0,102.9055,55.845,69.723,233.0,237.0,233.0,110.0,109.0,117.0,10.0,4.0,3.0,66.0,61.0,81.0,63.0,71.0,79.0,24.98,25.1,26.03,2.28,1.83,1.81,2237.0,1811.0,302.9146,3968.0,3134.0,2673.0,7.4589,7.9024,5.9993,5.0,4.0,4.0,-0.44,4.2503
479,Rh2FeIn,135.0,140.0,155.0,8.3,7.1,15.7,12.4,7.87,7.31,66.0,62.0,65.0,494.0,340.0,225.1,9.0,8.0,13.0,3.8,2.87,4.59,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.449,0.233,210.0,204.0,193.0,142.0,142.0,142.0,125.0,115.999999999999,142.0,1.142892,0.15323634,0.383926,58.0,30.0,66.0,45.0,26.0,49.0,45.0,26.0,49.0,556.0,415.5,243.0,292.9,291.2,446.3,234.0,223.0,264.0,0.1408379,0.1392532,0.16423,708.0,548.0,643.0,102.9055,55.845,114.818,233.0,237.0,246.0,110.0,109.0,136.0,10.0,4.0,4.0,66.0,61.0,79.0,63.0,71.0,80.0,24.98,25.1,26.74,2.28,1.83,1.78,2237.0,1811.0,429.75,3968.0,3134.0,2345.0,7.4589,7.9024,5.7864,5.0,4.0,5.0,-0.231,4.2259
480,Rh2FeSi,135.0,140.0,110.0,8.3,7.1,12.1,12.4,7.87,2.3296,66.0,62.0,37.3,494.0,340.0,383.0,9.0,8.0,14.0,3.8,2.87,5.43,5.0,4.0,3.0,8.0,8.0,5.0,0.243,0.449,0.712,210.0,204.0,210.0,142.0,142.0,111.0,125.0,115.999999999999,115.999999999999,1.142892,0.15323634,1.38952128,58.0,30.0,14.0,45.0,26.0,14.0,45.0,26.0,14.0,556.0,415.5,450.0,292.9,291.2,429.5,234.0,223.0,229.0,0.1408379,0.1392532,0.178503,708.0,548.0,308.0,102.9055,55.845,28.085,233.0,237.0,231.999999999999,110.0,109.0,107.0,10.0,4.0,0.7,66.0,61.0,85.0,63.0,71.0,85.0,24.98,25.1,19.99,2.28,1.83,1.9,2237.0,1811.0,1687.0,3968.0,3134.0,3538.0,7.4589,7.9024,8.1517,5.0,4.0,3.0,-0.483,3.8427
481,Rh2FeGe,135.0,140.0,125.0,8.3,7.1,13.6,12.4,7.87,5.3234,66.0,62.0,40.0,494.0,340.0,328.0,9.0,8.0,14.0,3.8,2.87,5.66,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.449,0.32,210.0,204.0,211.0,142.0,142.0,120.0,125.0,115.999999999999,121.0,1.142892,0.15323634,1.232676413,58.0,30.0,41.0,45.0,26.0,32.0,45.0,26.0,32.0,556.0,415.5,372.0,292.9,291.2,428.0,234.0,223.0,244.0,0.1408379,0.1392532,0.1895892,708.0,548.0,365.0,102.9055,55.845,72.63,233.0,237.0,234.0,110.0,109.0,111.0,10.0,4.0,1.0,66.0,61.0,84.0,63.0,71.0,84.0,24.98,25.1,23.222,2.28,1.83,2.01,2237.0,1811.0,1211.4,3968.0,3134.0,3106.0,7.4589,7.9024,7.8994,5.0,4.0,4.0,-0.293,3.5169
482,Rh2FeSn,135.0,140.0,145.0,8.3,7.1,16.3,12.4,7.87,7.287,66.0,62.0,53.0,494.0,340.0,296.0,9.0,8.0,14.0,3.8,2.87,5.82,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.449,0.227,210.0,204.0,217.0,142.0,142.0,139.0,125.0,115.999999999999,140.0,1.142892,0.15323634,1.1120702,58.0,30.0,69.0,45.0,26.0,50.0,45.0,26.0,50.0,556.0,415.5,301.2,292.9,291.2,439.199999999999,234.0,223.0,259.0,0.1408379,0.1392532,0.178052,708.0,548.0,715.0,102.9055,55.845,118.71,233.0,237.0,248.0,110.0,109.0,130.0,10.0,4.0,6.0,66.0,61.0,83.0,63.0,71.0,83.0,24.98,25.1,26.99,2.28,1.83,1.96,2237.0,1811.0,505.08,3968.0,3134.0,2875.0,7.4589,7.9024,7.3439,5.0,4.0,5.0,-0.337,3.9303
